Trial_ID,variable_name,variable_role,variable_type,r_class,n_rows,n_missing,n_unique_nonmissing,levels_or_range,short_explanation
26,Treatment,Treatment assignment,factor,factor,242,0,2,Reminder module; Standard Care,Treatment: randomized treatment assignment with cleaned-data arms: Reminder module; Standard Care. Publication-designated control/reference: Standard Care.
26,YP_delta_Adherence_6m,Primary outcome,continuous,numeric,242,18,43,-61 to 89,"Primary outcome: Change from baseline to 6 months in adherence. Publication-defined endpoint context: Adherence (improved scheduled clinic attendance and medication adherence self-report), attendance."
26,YP_optimal_adherence_6m,Primary outcome,binary,factor,242,18,2,Optimal adherence; Sub-optimal adherence,"Primary outcome: Optimal adherence, measured at 6 months. Publication-defined endpoint context: Adherence (improved scheduled clinic attendance and medication adherence self-report), attendance."
26,YP_attendance_6m,Primary outcome,factor,factor,242,0,4,Defaulter; Lost to follow up; Reffered out; Regular attendee,"Primary outcome: Attendance, measured at 6 months. Publication-defined endpoint context: Adherence (improved scheduled clinic attendance and medication adherence self-report), attendance. Categories/codes in the cleaned data: Defaulter; Lost to follow up; Reffered out; Regular attendee."
26,pre_YP_delta_Adherence_3m,Other,continuous,numeric,242,14,42,-45 to 89,"Primary outcome: Intermediate follow-up change from baseline to 3 months in adherence. Publication-defined endpoint context: Adherence (improved scheduled clinic attendance and medication adherence self-report), attendance."
26,YS_delta_CD4_6m,Secondary outcome,continuous,numeric,242,18,164,-290 to 877,Secondary outcome: Change from baseline to 6 months in CD4 T-lymphocyte count.
26,YS_delta_weight_6m,Secondary outcome,continuous,numeric,242,16,48,-13 to 35,Secondary outcome: Change from baseline to 6 months in weight.
26,YS_delta_TB_status_6m,Secondary outcome,continuous,numeric,242,17,5,-3 to 3,Secondary outcome: Change from baseline to 6 months in tuberculosis status.
26,YS_delta_OI_index_6m,Secondary outcome,continuous,numeric,242,17,6,-3 to 3,Secondary outcome: Change from baseline to 6 months in opportunistic infection index.
26,X_Agecat_0m,Baseline covariate,factor,factor,242,0,5,29yrs and below; 30-39yrs; 40-49yrs; 50-59yrs; 60yrs and above,Baseline covariate: Agecat. Categories/codes in the cleaned data: 29yrs and below; 30-39yrs; 40-49yrs; 50-59yrs; 60yrs and above.
26,X_Education_0m,Baseline covariate,binary,factor,242,0,2,BS and above; Less than BS,Baseline covariate: Education.
26,X_Ethnicity_0m,Baseline covariate,factor,factor,242,0,4,Chinese; Indian; Malay; Others,Baseline covariate: Ethnicity. Categories/codes in the cleaned data: Chinese; Indian; Malay; Others.
26,X_Socialsupport_0m,Baseline covariate,factor,factor,242,0,3,Available and dissatisfied; Available and satisfied; Not available,Baseline covariate: Socialsupport. Categories/codes in the cleaned data: Available and dissatisfied; Available and satisfied; Not available.
26,X_TB_status_0m,Baseline covariate,factor,factor,242,0,3,Currently on TB treatment; No signs and symptoms of TB; TB suspected clinically and referred for evaluation,Baseline covariate: Tuberculosis status. Categories/codes in the cleaned data: Currently on TB treatment; No signs and symptoms of TB; TB suspected clinically and referred for evaluation.
26,X_OI_index_0m,Baseline covariate,factor,factor,242,0,4,No signs or symptoms of any new OI; Presence of one or more symptoms/signs of WHO clinical stage 2 defining diseases; Presence of one or more symptoms/signs of WHO clinical stage 3 defining diseases; Presence of one or more symptoms/signs of WHO clinical stage 4 defining diseases,Baseline covariate: Opportunistic infection index.
26,X_weight_0m,Baseline covariate,continuous,numeric,242,0,72,29 to 99.5,Baseline covariate: Weight.
26,X_CD4_0m,Baseline covariate,continuous,numeric,242,0,179,2 to 607,Baseline covariate: CD4 T-lymphocyte count.
26,X_Adherence_0m,Baseline covariate,continuous,numeric,242,0,15,5 to 96,Baseline covariate: Adherence.
