Trial_ID,variable_name,variable_role,variable_type,r_class,n_rows,n_missing,n_unique_nonmissing,levels_or_range,short_explanation
12,Treatment,Treatment assignment,factor,factor,349,0,2,Immediate; Waitlist,Treatment: randomized treatment assignment with cleaned-data arms: Immediate; Waitlist. Publication-designated control/reference: Waitlist.
12,YP_hba1c_6m,Primary outcome,continuous,numeric,349,0,77,5.4 to 14.5,"Primary outcome: Glycated haemoglobin (HbA1c), measured at 6 months."
12,YS_hba1c_12m,Secondary outcome,continuous,numeric,349,81,74,5.6 to 17.3,"Secondary outcome: Glycated haemoglobin (HbA1c), measured at 12 months."
12,YS_ldl_6m,Secondary outcome,continuous,numeric,349,51,123,16 to 281,"Secondary outcome: Low-density-lipoprotein cholesterol concentration, measured at 6 months."
12,YS_hdl_6m,Secondary outcome,continuous,numeric,349,50,56,21 to 98,"Secondary outcome: High-density-lipoprotein cholesterol concentration, measured at 6 months."
12,YS_trigly_6m,Secondary outcome,continuous,numeric,349,49,188,43 to 1285,"Secondary outcome: Trigly, measured at 6 months."
12,YS_weight_6m,Secondary outcome,continuous,numeric,349,27,171,49.95 to 242.55,"Secondary outcome: Weight, measured at 6 months."
12,YS_sys_bp_6m,Secondary outcome,continuous,numeric,349,44,80,90 to 204,"Secondary outcome: Systolic blood pressure, measured at 6 months."
12,YS_dias_bp_6m,Secondary outcome,continuous,numeric,349,44,45,43 to 120,"Secondary outcome: Diastolic blood pressure, measured at 6 months."
12,YS_op_n_6m,Secondary outcome,continuous,numeric,349,0,27,0 to 30,"Secondary outcome: Op n, measured at 6 months."
12,YS_op_payment_6m,Secondary outcome,continuous,numeric,349,198,151,0 to 48540.7,"Secondary outcome: Op payment, measured at 6 months."
12,YS_nf_payment_6m,Secondary outcome,continuous,numeric,349,198,4,0 to 10392.9,"Secondary outcome: Nf payment, measured at 6 months."
12,YS_oth_payment_6m,Secondary outcome,continuous,numeric,349,198,95,0 to 16673,"Secondary outcome: Oth payment, measured at 6 months."
12,YS_total_payment_6m,Secondary outcome,continuous,numeric,349,198,151,0 to 64889.3,"Secondary outcome: Total payment, measured at 6 months."
12,YS_drug_insulin_6m,Secondary outcome,binary,factor,349,0,2,0; 1,"Secondary outcome: Drug insulin, measured at 6 months."
