Trial_ID,variable_name,variable_role,variable_type,r_class,n_rows,n_missing,n_unique_nonmissing,levels_or_range,short_explanation
47,Treatment,Treatment assignment,factor,factor,252,0,2,HFNC; NIV,Treatment: randomized treatment assignment with cleaned-data arms: HFNC; NIV. Publication-designated control/reference: NIV.
47,YP_intubation,Primary outcome,binary,factor,252,0,2,No; Yes,Primary outcome: Intubation. Publication-defined endpoint context: Requirement for invasive mechanical ventilation.
47,YS_heart_rate_96h,Secondary outcome,continuous,numeric,252,179,41,93 to 173,"Secondary outcome: Heart rate, measured at 96 hours."
47,YS_resp_rate_96h,Secondary outcome,continuous,numeric,252,179,28,20 to 71,"Secondary outcome: Respiratory rate, measured at 96 hours."
47,YS_SpO2_96h,Secondary outcome,continuous,numeric,252,179,9,91 to 100,"Secondary outcome: Sp oxygen, measured at 96 hours."
47,YS_WD_score_96h,Secondary outcome,continuous,numeric,252,179,7,1 to 9,"Secondary outcome: Wang respiratory distress score, measured at 96 hours."
47,YS_FiO2_96h,Secondary outcome,continuous,numeric,252,179,11,21 to 40,"Secondary outcome: Fi oxygen, measured at 96 hours."
47,YS_IPAP_96h,Secondary outcome,continuous,numeric,252,228,7,10 to 20,"Secondary outcome: Inspiratory positive airway pressure (IPAP), measured at 96 hours."
47,YS_EPAP_96h,Secondary outcome,continuous,numeric,252,228,3,6 to 8,"Secondary outcome: Expiratory positive airway pressure, measured at 96 hours."
47,YS_death,Secondary outcome,binary,factor,252,4,1,No,Secondary outcome: Death.
47,YS_sedation_days,Secondary outcome,continuous,numeric,252,77,5,1 to 5,Secondary outcome: Sedation days.
47,YS_enteral_tube_days,Secondary outcome,factor,factor,252,49,6,1; 2; 3; 4; 5; 8,Secondary outcome: Enteral tube days. Categories/codes in the cleaned data: 1; 2; 3; 4; 5; 8.
47,YS_nasal_pressure_injury,Secondary outcome,binary,factor,252,0,2,n; yes,Secondary outcome: Nasal pressure injury.
47,YS_PICU_LOS_days,Secondary outcome,factor,factor,252,15,5,0-5; 11-15; 16-20; 21-33; 6-10,Secondary outcome: Paediatric intensive care unit length of stay days. Categories/codes in the cleaned data: 0-5; 11-15; 16-20; 21-33; 6-10.
47,YS_hospital_LOS_days,Secondary outcome,factor,factor,252,4,4,0-10; 11-20; 21-30; 31-40,Secondary outcome: Hospital length of stay days. Categories/codes in the cleaned data: 0-10; 11-20; 21-30; 31-40.
47,YS_mech_vent_days,Secondary outcome,continuous,numeric,252,189,10,1 to 10,Secondary outcome: Mechanical vent days.
47,YS_antibiotic,Secondary outcome,binary,factor,252,4,2,n; y,Secondary outcome: Antibiotic.
47,pre_YS_heart_rate_2h,Other,continuous,numeric,252,6,74,78 to 198,"Secondary outcome: Intermediate follow-up heart rate, measured at 2 hours."
47,pre_YS_resp_rate_2h,Other,continuous,numeric,252,6,51,18 to 82,"Secondary outcome: Intermediate follow-up respiratory rate, measured at 2 hours."
47,pre_YS_SpO2_2h,Other,continuous,numeric,252,6,11,55 to 100,"Secondary outcome: Intermediate follow-up sp oxygen, measured at 2 hours."
47,pre_YS_WD_score_2h,Other,continuous,numeric,252,10,8,1 to 8,"Secondary outcome: Intermediate follow-up Wang respiratory distress score, measured at 2 hours."
47,pre_YS_FiO2_2h,Other,continuous,numeric,252,6,36,21 to 94,"Secondary outcome: Intermediate follow-up fi oxygen, measured at 2 hours."
47,pre_YS_IPAP_2h,Other,continuous,numeric,252,132,12,6 to 20,"Secondary outcome: Intermediate follow-up inspiratory positive airway pressure (IPAP), measured at 2 hours."
47,pre_YS_EPAP_2h,Other,continuous,numeric,252,132,5,5 to 14,"Secondary outcome: Intermediate follow-up expiratory positive airway pressure, measured at 2 hours."
47,pre_YS_heart_rate_6h,Other,continuous,numeric,252,12,75,77 to 192,"Secondary outcome: Intermediate follow-up heart rate, measured at 6 hours."
47,pre_YS_resp_rate_6h,Other,continuous,numeric,252,13,47,7 to 82,"Secondary outcome: Intermediate follow-up respiratory rate, measured at 6 hours."
47,pre_YS_SpO2_6h,Other,continuous,numeric,252,12,10,90 to 100,"Secondary outcome: Intermediate follow-up sp oxygen, measured at 6 hours."
