Trial_ID,variable_name,variable_role,variable_type,r_class,n_rows,n_missing,n_unique_nonmissing,levels_or_range,short_explanation
10,Treatment,Treatment assignment,factor,factor,256,0,2,No Video; Video,Treatment: randomized treatment assignment with cleaned-data arms: No Video; Video. Publication-designated control/reference: No Video.
10,YP_help_needed_intub,Primary outcome,binary,factor,256,0,2,0; 1,Primary outcome: Help needed intub. Publication-defined endpoint context: Proportion of orotracheal intubations requiring assistance at the operator’s request.
10,YS_IDS_intub,Secondary outcome,factor,factor,256,0,9,0; 1; 2; 3; 4; 5; 6; 7; 8,Secondary outcome: Ids intub. Categories/codes in the cleaned data: 0; 1; 2; 3; 4; 5; 6; 7; 8.
10,YS_nb_attempts_intub,Secondary outcome,factor,factor,256,0,4,1; 2; 3; 4,Secondary outcome: Nb attempts intub. Categories/codes in the cleaned data: 1; 2; 3; 4.
10,YS_burp_intub,Secondary outcome,binary,factor,256,0,2,0; 1,Secondary outcome: Burp intub.
10,YS_railroading_intub,Secondary outcome,binary,factor,256,0,2,0; 1,Secondary outcome: Railroading intub.
10,YS_pogo_intub,Secondary outcome,continuous,numeric,256,0,15,0 to 100,Secondary outcome: Pogo intub.
10,YS_vocal_cord_pos_intub,Secondary outcome,binary,factor,256,0,1,0,Secondary outcome: Vocal cord pos intub.
10,YS_force_intub,Secondary outcome,binary,factor,256,0,2,1; 2,Secondary outcome: Force intub.
10,YS_esophageal_intub,Secondary outcome,binary,factor,256,8,2,0; 1,Secondary outcome: Esophageal intub.
10,YS_removing_cover_intub,Secondary outcome,binary,factor,256,0,2,0; 1,Secondary outcome: Removing cover intub.
10,YS_time_to_intubation_intub,Secondary outcome,time-to-event/continuous time,numeric,256,39,92,15 to 475,Secondary outcome: Time to intubation intub.
10,YS_ease_intubation_intub,Secondary outcome,continuous,numeric,256,0,10,0 to 9,Secondary outcome: Ease intubation intub.
10,YS_hemodynamic_comp_intub,Secondary outcome,factor,factor,256,1,4,0; hypertension; hypotension; Hypotension,Secondary outcome: Hemodynamic comp intub. Categories/codes in the cleaned data: 0; hypertension; hypotension; Hypotension.
10,YS_HR_before_induc,Secondary outcome,continuous,numeric,256,12,61,44 to 139,Secondary outcome: Heart rate before induc.
10,YS_HR_before_intub,Secondary outcome,continuous,numeric,256,5,53,38 to 108,Secondary outcome: Heart rate before intub.
10,YS_HR_after_intub,Secondary outcome,continuous,numeric,256,4,72,33 to 138,Secondary outcome: Heart rate after intub.
