Trial_ID,variable_name,variable_role,variable_type,r_class,n_rows,n_missing,n_unique_nonmissing,levels_or_range,short_explanation
125,Treatment,Treatment assignment,factor,factor,574,0,3,active_control; control; intervention,Treatment: randomized treatment assignment with cleaned-data arms: active_control; control; intervention. Publication-designated control/reference: control.
125,X_sex_0y,Baseline covariate,binary,integer,574,0,2,0; 1,Baseline covariate: Sex.
125,X_age_group_0y,Baseline covariate,continuous,numeric,574,0,5,20 to 60,Baseline covariate: Age group.
125,X_step_count_0y,Baseline covariate,continuous,numeric,574,0,566,3536.7 to 31610,Baseline covariate: Step count.
125,X_pa_mets_hour_0y,Baseline covariate,continuous,numeric,574,0,258,0.31 to 23.3,"Baseline covariate: Physical activity, in MET-hours."
125,X_30_mets_or_more_0y,Baseline covariate,continuous,numeric,574,8,504,5.54167 to 233.1,Baseline covariate: 30 metabolic-equivalent hours or more.
125,X_40_mets_or_more_0y,Baseline covariate,continuous,numeric,574,8,417,0.208333 to 154.2,Baseline covariate: 40 metabolic-equivalent hours or more.
125,X_50_mets_or_more_0y,Baseline covariate,continuous,numeric,574,8,269,0 to 120.5,Baseline covariate: 50 metabolic-equivalent hours or more.
125,X_60_mets_or_more_0y,Baseline covariate,continuous,numeric,574,8,193,0 to 106.5,Baseline covariate: 60 metabolic-equivalent hours or more.
125,X_sedentary_0y,Baseline covariate,continuous,numeric,574,8,550,65.7 to 389.6,Baseline covariate: Sedentary.
125,X_light_pa_0y,Baseline covariate,continuous,numeric,574,8,551,93.6 to 687,Baseline covariate: Light physical activity.
125,X_moderate_pa_0y,Baseline covariate,continuous,numeric,574,8,508,5.54167 to 150.9,Baseline covariate: Moderate physical activity.
125,X_height_0y,Baseline covariate,continuous,numeric,574,0,263,141.9 to 192.5,Baseline covariate: Height.
125,X_weight_0y,Baseline covariate,continuous,numeric,574,0,287,35.3 to 105.3,Baseline covariate: Weight.
125,X_bmi_0y,Baseline covariate,continuous,numeric,574,0,129,13.2 to 35.2,"Baseline covariate: Body mass index (BMI), in kg/m²."
125,X_waist_circumference_0y,Baseline covariate,continuous,numeric,574,0,303,60.2 to 110.75,Baseline covariate: Waist circumference.
125,X_trunk_flex_0y,Baseline covariate,continuous,numeric,574,2,207,9.25 to 79.2,Baseline covariate: Trunk flex.
