Trial_ID,variable_name,variable_role,variable_type,r_class,n_rows,n_missing,n_unique_nonmissing,levels_or_range,short_explanation
5,Treatment,Treatment assignment,factor,factor,5060,0,2,Alert; Usual Care,Treatment: randomized treatment assignment with cleaned-data arms: Alert; Usual Care. Publication-designated control/reference: Usual Care.
5,YP_composite_14d,Primary outcome,binary,factor,5060,0,2,0; 1,"Primary outcome: Prespecified composite endpoint, measured at 14 days."
5,YS_los_since_alert,Secondary outcome,time-to-event/continuous time,numeric,5060,13,4404,0.0111111 to 309.723,Secondary outcome: Length of stay since alert.
5,YS_death_14d,Secondary outcome,binary,factor,5060,0,2,0; 1,"Secondary outcome: Death, measured at 14 days."
5,YS_dialysis_14d,Secondary outcome,binary,factor,5060,0,2,0; 1,"Secondary outcome: Dialysis, measured at 14 days."
5,YS_aki_progression_14d,Secondary outcome,binary,factor,5060,0,2,0; 1,"Secondary outcome: Aki progression, measured at 14 days."
5,YS_inpatient_mortality,Secondary outcome,binary,factor,5060,0,2,0; 1,Secondary outcome: Inpatient mortality.
5,YS_inpatient_dialysis,Secondary outcome,binary,factor,5060,0,2,0; 1,Secondary outcome: Inpatient dialysis.
5,YS_progression_stage2_14d,Secondary outcome,binary,factor,5060,0,2,0; 1,"Secondary outcome: Progression stage2, measured at 14 days."
5,YS_progression_stage3_14d,Secondary outcome,binary,factor,5060,0,2,0; 1,"Secondary outcome: Progression stage3, measured at 14 days."
5,YS_acearb_stopped_24h,Secondary outcome,binary,factor,5060,2381,2,0; 1,"Secondary outcome: Acearb stopped, measured at 24 hours."
5,YS_nsaid_stopped_24h,Secondary outcome,binary,factor,5060,3507,2,0; 1,"Secondary outcome: Non-steroidal anti-inflammatory drug stopped, measured at 24 hours."
5,YS_ppi_stopped_24h,Secondary outcome,binary,factor,5060,1762,2,0; 1,"Secondary outcome: Proton-pump inhibitor stopped, measured at 24 hours."
5,YS_no_nsaid_during_aki,Secondary outcome,binary,factor,5060,3507,2,0; 1,Secondary outcome: No non-steroidal anti-inflammatory drug during aki.
5,YS_no_ppi_during_aki,Secondary outcome,binary,factor,5060,1762,2,0; 1,Secondary outcome: No proton-pump inhibitor during aki.
5,YS_no_acearb_during_aki,Secondary outcome,binary,factor,5060,2381,2,0; 1,Secondary outcome: No acearb during aki.
5,YS_opioid_14d,Secondary outcome,binary,factor,5060,3507,2,0; 1,"Secondary outcome: Opioid, measured at 14 days."
5,YS_ventorder_14d,Secondary outcome,binary,factor,5060,2381,2,0; 1,"Secondary outcome: Ventorder, measured at 14 days."
5,YS_transfuserbc_14d,Secondary outcome,binary,factor,5060,1762,2,0; 1,"Secondary outcome: Transfuserbc, measured at 14 days."
5,YS_duration_of_alert,Secondary outcome,continuous,numeric,5060,0,2808,0 to 264.162,Secondary outcome: Duration of alert.
5,YS_duration_of_aki,Secondary outcome,continuous,numeric,5060,0,3025,0 to 350.299,Secondary outcome: Duration of aki.
5,YS_aki_stage_14d,Secondary outcome,continuous,numeric,5060,387,4,0 to 3,"Secondary outcome: Aki stage, measured at 14 days."
5,YS_readmit_30d,Secondary outcome,binary,factor,5060,0,2,0; 1,"Secondary outcome: Readmit, measured at 30 days."
5,YS_max_pain_score_14d,Secondary outcome,continuous,numeric,5060,2551,11,0 to 10,"Secondary outcome: Max pain score, measured at 14 days."
5,X_hospital_0m,Baseline covariate,factor,factor,5060,0,4,1; 2; 3; 4,Baseline covariate: Hospital. Categories/codes in the cleaned data: 1; 2; 3; 4.
