Trial_ID,variable_name,variable_role,variable_type,r_class,n_rows,n_missing,n_unique_nonmissing,levels_or_range,short_explanation
49,Treatment,Treatment assignment,factor,factor,74,0,2,Control; OralStimulation,Treatment: randomized treatment assignment with cleaned-data arms: Control; OralStimulation. Publication-designated control/reference: Control.
49,YP_prof,Primary outcome,continuous,numeric,74,0,59,2.7 to 78.9,"Primary outcome: Oral-feeding proficiency, defined as percentage of the prescribed volume consumed in the first 5 minutes."
49,YP_txtr,Primary outcome,continuous,numeric,74,0,31,0.2 to 5.6,"Primary outcome: Oral-feeding rate of transfer, in mL/min."
49,YP_da,Primary outcome,continuous,numeric,74,0,68,11.4 to 100,Primary outcome: Overall milk transfer during the first oral-feeding attempt.
49,YS_HR_final,Secondary outcome,continuous,numeric,74,0,32,144 to 191,"Secondary outcome: Heart rate, measured at the final assessment."
49,YS_OFS_level1,Secondary outcome,binary,factor,74,0,2,0; 1,Secondary outcome: Oral Feeding Skills level1.
49,YS_OFS_level2,Secondary outcome,binary,factor,74,0,2,0; 1,Secondary outcome: Oral Feeding Skills level2.
49,YS_OFS_level3,Secondary outcome,binary,factor,74,0,2,0; 1,Secondary outcome: Oral Feeding Skills level3.
49,YS_OFS_level4,Secondary outcome,binary,factor,74,0,2,0; 1,Secondary outcome: Oral Feeding Skills level4.
49,YS_volume_1d,Secondary outcome,continuous,numeric,74,0,50,5.2 to 100,"Secondary outcome: Volume, measured at 1 day."
49,YS_volume_2d,Secondary outcome,continuous,numeric,74,0,36,11.4 to 100,"Secondary outcome: Volume, measured at 2 days."
49,YS_volume_3d,Secondary outcome,continuous,numeric,74,0,37,11.4 to 100,"Secondary outcome: Volume, measured at 3 days."
49,YS_volume_4d,Secondary outcome,continuous,numeric,74,0,27,0 to 100,"Secondary outcome: Volume, measured at 4 days."
49,YS_volume_5d,Secondary outcome,continuous,numeric,74,0,28,0 to 100,"Secondary outcome: Volume, measured at 5 days."
49,YS_volume_6d,Secondary outcome,continuous,numeric,74,0,23,0 to 100,"Secondary outcome: Volume, measured at 6 days."
